Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Distance,Orderd_hour,Orderd_minute,Orderd_picked_hour,Orderd_picked_minute
4.6,Windy,Medium,2,Snack,motorcycle,1.0,No,Urban,26,6.21,16.0,45.0,16.0,50.0
4.7,Fog,Low,0,Snack,motorcycle,1.0,No,,15,4.54,22.0,45.0,22.0,55.0
4.9,Sandstorms,Jam,2,Meal,motorcycle,1.0,No,Urban,24,10.7,21.0,0.0,21.0,15.0
4.4,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,32,7.8,21.0,20.0,21.0,30.0
4.7,Sunny,Low,1,Buffet,scooter,0.0,No,Metropolitian,11,3.03,10.0,15.0,10.0,20.0
4.6,Cloudy,Low,1,Buffet,motorcycle,0.0,No,Urban,16,4.72,22.0,25.0,22.0,35.0
4.9,Cloudy,Medium,2,Meal,scooter,1.0,No,Metropolitian,16,9.12,17.0,25.0,17.0,30.0
5.0,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,40,12.16,23.0,20.0,23.0,30.0
4.8,Sunny,Low,2,Meal,motorcycle,0.0,No,Metropolitian,13,7.45,22.0,10.0,22.0,25.0
4.7,Cloudy,Low,2,Snack,scooter,0.0,No,Urban,13,4.59,23.0,0.0,23.0,15.0
4.7,Stormy,Low,2,Meal,motorcycle,1.0,No,Urban,17,12.44,23.0,40.0,23.0,50.0
4.8,Cloudy,Jam,2,Snack,scooter,0.0,No,Metropolitian,33,16.72,21.0,45.0,21.0,50.0
4.9,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,26,7.55,21.0,45.0,21.0,30.0
4.2,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,50,17.08,21.0,20.0,21.0,30.0
4.5,Windy,Jam,1,Snack,scooter,1.0,No,Metropolitian,26,7.68,21.0,20.0,21.0,25.0
4.1,Stormy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,33,7.49,18.0,10.0,18.0,20.0
5.0,Sandstorms,High,1,Buffet,motorcycle,1.0,No,Urban,18,2.98,11.0,10.0,11.0,15.0
4.7,Sunny,Low,2,Drinks,scooter,0.0,No,Metropolitian,22,4.59,22.0,25.0,22.0,40.0
4.8,Sandstorms,Low,1,Drinks,scooter,0.0,No,Metropolitian,14,3.06,10.0,25.0,10.0,30.0
4.6,Sunny,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,21,9.22,19.0,15.0,19.0,20.0
4.6,Windy,High,1,Snack,scooter,1.0,No,Metropolitian,29,6.13,14.0,45.0,14.0,30.0
4.7,Windy,Medium,0,Buffet,motorcycle,1.0,No,Urban,24,9.44,17.0,50.0,17.0,35.0
5.0,Sandstorms,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,25,13.77,20.0,30.0,20.0,40.0
4.8,Fog,Low,2,Buffet,scooter,0.0,No,Metropolitian,28,10.88,23.0,45.0,23.0,50.0
4.7,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,26,9.35,22.0,50.0,23.0,5.0
4.3,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,39,9.18,20.0,0.0,20.0,15.0
4.4,Cloudy,Medium,1,Drinks,scooter,1.0,No,Urban,31,12.21,18.0,50.0,19.0,5.0
4.9,Windy,Jam,2,Buffet,motorcycle,0.0,No,Metropolitian,22,10.72,19.0,40.0,19.0,50.0
4.0,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,21,3.1,8.0,45.0,8.0,30.0
4.8,Cloudy,Jam,2,Buffet,motorcycle,1.0,Yes,Metropolitian,42,20.18,21.0,10.0,21.0,20.0
4.8,Sandstorms,Low,2,Buffet,motorcycle,0.0,No,Urban,12,3.1,9.0,55.0,9.0,40.0
5.0,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,33,7.56,21.0,15.0,21.0,30.0
5.0,Cloudy,Jam,0,Meal,motorcycle,0.0,Yes,Metropolitian,44,10.72,20.0,0.0,20.0,15.0
4.0,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24,8.93,23.0,30.0,23.0,45.0
4.8,Fog,Low,1,Meal,scooter,0.0,No,Metropolitian,18,1.51,10.0,10.0,10.0,25.0
4.8,Stormy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,24,5.95,16.0,20.0,16.0,35.0
,Stormy,Jam,2,Snack,scooter,1.0,No,Urban,25,10.68,20.0,20.0,20.0,35.0
4.0,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24,1.53,8.0,40.0,8.0,45.0
4.9,Cloudy,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,19,1.51,8.0,15.0,8.0,25.0
4.9,Fog,Low,2,Buffet,scooter,0.0,No,Metropolitian,14,3.12,8.0,40.0,8.0,45.0
4.6,Stormy,High,0,Snack,motorcycle,1.0,No,Metropolitian,19,6.13,14.0,55.0,14.0,40.0
4.5,Windy,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,21,12.42,19.0,25.0,19.0,30.0
4.8,Sunny,Medium,1,Buffet,scooter,0.0,No,Urban,16,12.26,18.0,20.0,18.0,30.0
4.9,Cloudy,Jam,2,Drinks,scooter,0.0,No,Metropolitian,49,10.87,19.0,20.0,19.0,25.0
4.4,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,39,10.91,18.0,40.0,18.0,45.0
4.6,Windy,Low,2,Drinks,electric_scooter,1.0,No,Urban,26,4.47,22.0,20.0,22.0,30.0
4.9,Fog,Medium,2,Meal,scooter,0.0,No,Metropolitian,16,9.12,17.0,40.0,17.0,55.0
4.8,Windy,Low,2,Buffet,motorcycle,0.0,No,Urban,24,2.98,9.0,55.0,9.0,40.0
4.7,Fog,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,22,1.51,9.0,30.0,9.0,35.0
4.2,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,39,10.87,21.0,55.0,22.0,10.0
4.9,Fog,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,17,4.59,22.0,45.0,22.0,50.0
4.2,Fog,Jam,2,Meal,scooter,2.0,No,Urban,39,13.79,22.0,0.0,22.0,15.0
4.9,Sandstorms,Low,2,Meal,scooter,0.0,No,Metropolitian,11,9.07,22.0,45.0,22.0,55.0
,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Semi-Urban,54,19.66,21.0,30.0,21.0,40.0
4.5,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,25,13.61,21.0,15.0,21.0,25.0
4.6,Sunny,Jam,1,Drinks,scooter,1.0,No,Metropolitian,28,16.72,19.0,55.0,20.0,5.0
5.0,Stormy,Low,2,Meal,scooter,0.0,No,Metropolitian,19,17.08,23.0,45.0,23.0,30.0
4.5,Sunny,Low,0,Meal,motorcycle,1.0,No,Urban,12,1.55,10.0,25.0,10.0,35.0
5.0,Fog,High,0,Snack,motorcycle,1.0,No,Metropolitian,32,3.11,11.0,35.0,11.0,45.0
4.9,Cloudy,Jam,1,Meal,scooter,1.0,No,Metropolitian,40,16.41,20.0,50.0,21.0,5.0
3.9,Stormy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,35,12.44,18.0,20.0,18.0,25.0
4.6,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,30,10.6,21.0,15.0,21.0,30.0
4.9,Fog,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,18,4.53,17.0,50.0,18.0,5.0
4.8,Fog,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,35,10.88,20.0,55.0,21.0,5.0
4.9,Sandstorms,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,18,1.54,10.0,35.0,10.0,45.0
5.0,Sandstorms,Low,2,Drinks,scooter,1.0,No,Metropolitian,14,10.91,23.0,30.0,23.0,45.0
4.6,Fog,Jam,1,Drinks,scooter,2.0,Yes,Metropolitian,42,19.76,20.0,40.0,20.0,55.0
5.0,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,37,19.98,17.0,55.0,18.0,5.0
4.7,Windy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,33,7.66,18.0,25.0,18.0,40.0
4.4,Sunny,Jam,1,Drinks,scooter,0.0,No,Metropolitian,31,19.36,19.0,40.0,19.0,50.0
4.8,Sunny,Jam,0,Meal,motorcycle,1.0,No,Urban,26,19.36,20.0,25.0,20.0,40.0
4.6,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Urban,14,6.29,15.0,15.0,15.0,25.0
5.0,Sandstorms,Jam,1,Meal,scooter,0.0,No,Metropolitian,29,10.59,20.0,35.0,20.0,40.0
4.3,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21,4.6,23.0,50.0,23.0,55.0
4.7,Sunny,High,1,Buffet,scooter,1.0,No,Urban,15,6.08,13.0,55.0,13.0,40.0
5.0,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,39,10.87,22.0,15.0,22.0,30.0
5.0,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,38,10.88,19.0,50.0,19.0,55.0
4.2,Windy,Low,0,Meal,motorcycle,1.0,No,Urban,20,7.79,23.0,35.0,23.0,40.0
4.7,Fog,Low,1,Meal,motorcycle,1.0,No,Metropolitian,11,7.57,23.0,15.0,23.0,20.0
4.9,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,37,16.79,18.0,55.0,19.0,5.0
4.8,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,19,10.87,20.0,45.0,20.0,30.0
4.6,Fog,Medium,2,Snack,scooter,1.0,No,Metropolitian,33,10.7,17.0,50.0,18.0,5.0
4.6,Fog,High,0,Buffet,motorcycle,1.0,No,Metropolitian,33,1.52,11.0,15.0,11.0,30.0
4.1,Stormy,Medium,2,Snack,scooter,1.0,No,Metropolitian,32,4.54,18.0,30.0,18.0,40.0
4.6,Windy,Medium,2,Buffet,electric_scooter,1.0,No,Urban,21,7.79,18.0,45.0,18.0,30.0
4.7,Cloudy,Jam,0,Snack,motorcycle,0.0,No,Urban,28,4.53,20.0,10.0,20.0,15.0
4.1,Fog,Jam,2,Meal,scooter,0.0,No,Metropolitian,32,13.99,19.0,15.0,19.0,30.0
4.0,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,36,7.56,20.0,25.0,20.0,35.0
4.6,Cloudy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,17,3.11,8.0,25.0,8.0,40.0
4.6,Sandstorms,Low,1,Meal,scooter,1.0,No,Metropolitian,25,3.15,9.0,20.0,9.0,30.0
4.6,Sunny,Jam,2,Drinks,motorcycle,0.0,No,Urban,23,10.43,20.0,35.0,20.0,40.0
4.7,Sandstorms,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,24,13.97,18.0,30.0,18.0,35.0
4.0,Fog,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,34,12.08,19.0,45.0,19.0,30.0
4.5,Sandstorms,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,39,10.59,19.0,55.0,19.0,40.0
4.8,Windy,Low,2,Buffet,electric_scooter,1.0,No,Urban,14,3.15,10.0,45.0,10.0,55.0
4.9,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,29,16.72,23.0,20.0,23.0,35.0
,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21,5988.12,23.0,10.0,23.0,25.0
4.5,Sunny,Jam,1,Meal,scooter,1.0,No,Metropolitian,24,20.56,21.0,55.0,22.0,10.0
4.6,Fog,High,1,Snack,scooter,1.0,No,Metropolitian,26,1.57,11.0,20.0,11.0,25.0
4.7,Stormy,Medium,2,Meal,scooter,1.0,No,Metropolitian,27,16.9,17.0,50.0,18.0,5.0
4.0,Sunny,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,33,10.92,19.0,20.0,19.0,30.0
4.6,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,39,4.47,20.0,50.0,20.0,55.0
5.0,Sandstorms,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,34,10.87,17.0,35.0,17.0,40.0
4.6,Windy,Jam,0,Buffet,motorcycle,2.0,No,Urban,42,4.61,20.0,35.0,20.0,50.0
4.7,Stormy,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,30,13.61,17.0,55.0,18.0,10.0
4.6,Fog,Low,0,Meal,motorcycle,1.0,No,Urban,22,4.61,23.0,10.0,23.0,15.0
4.2,Windy,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,35,10.6,19.0,25.0,19.0,40.0
4.9,Sandstorms,Medium,2,Snack,electric_scooter,0.0,No,Urban,26,11.01,18.0,15.0,18.0,30.0
4.6,Stormy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,27,6.21,16.0,25.0,16.0,30.0
4.6,Sunny,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,24,20.18,23.0,50.0,23.0,35.0
4.1,Fog,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,33,16.72,17.0,50.0,18.0,5.0
4.5,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,25,7.33,23.0,45.0,23.0,55.0
4.9,Windy,Low,2,Snack,scooter,0.0,No,Metropolitian,27,7.66,23.0,45.0,23.0,55.0
4.8,Fog,Low,2,Drinks,scooter,0.0,No,Urban,14,1.55,8.0,40.0,8.0,55.0
4.1,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,22,7.6,22.0,35.0,22.0,40.0
4.6,Stormy,Jam,2,Snack,scooter,0.0,No,Metropolitian,20,10.91,21.0,55.0,22.0,10.0
4.7,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21,16.9,23.0,10.0,23.0,25.0
4.7,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Urban,41,7.55,21.0,25.0,21.0,35.0
4.4,Windy,Jam,2,Snack,scooter,1.0,No,Metropolitian,35,13.39,19.0,20.0,19.0,30.0
4.7,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,30,10.43,21.0,35.0,21.0,50.0
4.7,Sunny,Medium,2,Drinks,electric_scooter,0.0,No,Metropolitian,17,19.98,17.0,20.0,17.0,25.0
4.5,Windy,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,29,9.33,23.0,0.0,23.0,15.0
4.7,Sandstorms,Low,2,Snack,scooter,0.0,No,Metropolitian,11,19.69,22.0,15.0,22.0,30.0
4.5,Windy,Jam,1,Meal,scooter,0.0,No,Metropolitian,33,10.6,21.0,45.0,21.0,55.0
4.7,Fog,Jam,0,Buffet,motorcycle,1.0,No,Urban,23,7.45,21.0,15.0,21.0,30.0
4.9,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,31,12.46,17.0,55.0,18.0,10.0
4.6,Fog,Low,2,Snack,scooter,0.0,No,Urban,13,4.66,23.0,10.0,23.0,20.0
4.9,Sandstorms,Low,1,Meal,motorcycle,0.0,No,Metropolitian,26,7.72,22.0,10.0,22.0,25.0
4.9,Sunny,Medium,2,Buffet,scooter,1.0,No,Urban,27,16.64,18.0,20.0,18.0,25.0
4.5,Cloudy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,21,9.07,21.0,40.0,21.0,45.0
4.9,Fog,Medium,2,Drinks,scooter,0.0,No,Metropolitian,11,7.56,18.0,15.0,18.0,20.0
4.5,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Urban,24,13.41,18.0,25.0,18.0,30.0
4.7,Sandstorms,Low,2,Meal,scooter,0.0,No,Urban,12,1.47,9.0,50.0,9.0,35.0
5.0,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,53,19.88,20.0,50.0,20.0,55.0
4.6,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,29,12.24,23.0,10.0,23.0,15.0
,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,36,20.18,22.0,30.0,22.0,45.0
4.8,Sandstorms,Low,2,Snack,scooter,0.0,No,Metropolitian,21,4.47,23.0,30.0,23.0,35.0
,Sandstorms,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,22,20.18,17.0,20.0,17.0,35.0
4.1,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,18,1.51,10.0,25.0,10.0,35.0
4.4,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,33,7.77,20.0,15.0,20.0,30.0
4.6,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,28,17.07,23.0,15.0,23.0,20.0
4.8,Sandstorms,Low,1,Meal,scooter,1.0,No,Metropolitian,12,7.77,23.0,10.0,23.0,15.0
4.8,Stormy,Low,2,Drinks,motorcycle,0.0,No,Urban,23,13.83,23.0,15.0,23.0,30.0
4.7,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Urban,28,9.31,21.0,40.0,21.0,50.0
5.0,Cloudy,High,0,Snack,motorcycle,1.0,No,Metropolitian,25,6.21,13.0,0.0,13.0,15.0
4.6,Stormy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,19,10.42,18.0,15.0,18.0,25.0
4.2,Stormy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,44,11.01,21.0,25.0,21.0,40.0
4.9,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,25,4.6,20.0,45.0,20.0,55.0
4.7,Cloudy,Medium,2,Meal,scooter,1.0,No,Urban,27,10.56,17.0,55.0,18.0,10.0
5.0,Fog,High,0,Snack,motorcycle,0.0,No,Urban,26,6.08,14.0,55.0,15.0,5.0
,Sandstorms,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,33,2892.19,20.0,0.0,20.0,15.0
4.8,Windy,Medium,0,Drinks,motorcycle,1.0,No,Urban,30,16.79,18.0,35.0,18.0,40.0
4.6,Windy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,25,4.66,19.0,30.0,19.0,35.0
4.7,Fog,Low,2,Snack,motorcycle,1.0,No,Metropolitian,29,10.71,22.0,25.0,22.0,40.0
4.9,Stormy,Low,1,Snack,motorcycle,0.0,No,,10,3.02,9.0,45.0,9.0,50.0
5.0,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,31,20.29,21.0,20.0,21.0,30.0
4.8,Fog,High,0,Meal,motorcycle,1.0,No,Urban,22,6.21,12.0,40.0,12.0,55.0
,Windy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,18,20.89,19.0,10.0,19.0,25.0
4.8,Stormy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,22,20.18,17.0,10.0,17.0,20.0
4.8,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,24,19.92,17.0,45.0,17.0,50.0
5.0,Cloudy,Low,2,Meal,scooter,1.0,No,Urban,18,9.06,23.0,50.0,23.0,55.0
4.9,Windy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,24,3.03,10.0,50.0,10.0,35.0
4.9,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,16,19.66,19.0,30.0,19.0,45.0
4.3,Fog,Medium,2,Buffet,electric_scooter,2.0,No,Metropolitian,43,14.15,18.0,40.0,18.0,50.0
4.8,Cloudy,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,18,3.11,10.0,10.0,10.0,20.0
,,,3,Drinks,electric_scooter,1.0,No,Urban,17,18387.91,22.0,5.0,22.0,20.0
4.4,Sandstorms,Jam,0,Snack,motorcycle,0.0,No,Urban,37,10.76,19.0,35.0,19.0,40.0
4.7,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,20,20.85,23.0,25.0,23.0,40.0
4.5,Fog,Medium,2,Buffet,scooter,0.0,No,Metropolitian,25,17.1,17.0,25.0,17.0,35.0
4.5,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Urban,22,12.23,22.0,30.0,22.0,35.0
4.8,Sunny,Medium,2,Buffet,scooter,1.0,No,Metropolitian,15,10.71,17.0,50.0,17.0,55.0
5.0,Sunny,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,27,12.29,18.0,50.0,18.0,35.0
4.6,Sunny,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,22,10.87,18.0,35.0,18.0,50.0
5.0,Fog,Jam,0,Buffet,motorcycle,1.0,No,Urban,26,7.86,21.0,45.0,21.0,50.0
4.6,Cloudy,Low,2,Meal,scooter,0.0,No,Metropolitian,16,1.55,8.0,25.0,8.0,30.0
4.9,Cloudy,Low,0,Snack,motorcycle,1.0,No,Urban,21,3.11,10.0,55.0,10.0,40.0
4.2,Cloudy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,39,12.11,20.0,10.0,20.0,20.0
1.0,,,3,Buffet,scooter,0.0,No,Metropolitian,33,2913.71,11.0,35.0,11.0,50.0
4.6,Cloudy,Low,1,Snack,scooter,1.0,No,Urban,17,1.53,10.0,25.0,10.0,40.0
4.9,Stormy,Medium,1,Meal,scooter,1.0,No,Metropolitian,17,13.61,18.0,25.0,18.0,30.0
,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Urban,27,7.56,18.0,30.0,18.0,45.0
4.2,Sandstorms,Jam,0,Snack,motorcycle,3.0,No,Metropolitian,48,20.25,22.0,0.0,22.0,15.0
4.3,Cloudy,Jam,2,Meal,motorcycle,0.0,Yes,Metropolitian,44,13.63,20.0,35.0,20.0,40.0
4.7,Windy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,17,1.55,10.0,35.0,10.0,40.0
4.7,Sunny,Jam,2,Snack,scooter,1.0,No,Urban,16,11.92,21.0,55.0,22.0,10.0
4.3,Sunny,High,0,Buffet,motorcycle,2.0,No,Metropolitian,54,6.29,14.0,50.0,14.0,35.0
4.9,Fog,High,0,Meal,motorcycle,0.0,No,Metropolitian,25,3.04,11.0,25.0,11.0,40.0
4.6,Fog,Low,1,Meal,motorcycle,1.0,No,Metropolitian,17,1.51,10.0,25.0,10.0,40.0
4.3,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,39,10.72,17.0,10.0,17.0,20.0
4.8,Sunny,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,24,19.67,20.0,45.0,20.0,30.0
4.0,Windy,Low,0,Drinks,motorcycle,1.0,No,Urban,16,7.79,23.0,20.0,23.0,30.0
4.9,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,38,17.07,17.0,40.0,17.0,45.0
4.6,Sunny,Medium,0,Drinks,motorcycle,,No,Metropolitian,22,12.42,17.0,50.0,18.0,5.0
4.2,Cloudy,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,35,7.77,21.0,40.0,21.0,55.0
,,,0,Snack,motorcycle,1.0,No,Metropolitian,45,19.36,18.0,5.0,18.0,20.0
4.8,Windy,Jam,1,Snack,scooter,1.0,No,Metropolitian,27,7.68,20.0,30.0,20.0,40.0
4.0,Windy,High,1,Meal,motorcycle,1.0,No,Metropolitian,31,1.53,11.0,20.0,11.0,30.0
4.9,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,24,9.06,20.0,40.0,20.0,55.0
4.7,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,34,12.16,19.0,30.0,19.0,40.0
4.7,Stormy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,17,12.42,23.0,55.0,23.0,40.0
4.7,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,19,6.12,15.0,40.0,15.0,55.0
4.7,Stormy,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,29,7.86,21.0,55.0,22.0,10.0
4.6,Sandstorms,Medium,0,Drinks,motorcycle,0.0,No,Urban,31,19.66,17.0,55.0,18.0,10.0
5.0,Sandstorms,Low,1,Snack,scooter,0.0,No,Metropolitian,13,20.18,23.0,55.0,23.0,40.0
4.8,Sunny,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,22,7.76,22.0,30.0,22.0,45.0
4.7,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,37,10.49,17.0,40.0,17.0,45.0
4.9,Sandstorms,High,0,Buffet,motorcycle,1.0,No,Metropolitian,27,1.55,11.0,50.0,12.0,5.0
5.0,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,23,1.49,8.0,10.0,8.0,20.0
4.7,Cloudy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,24,6.06,14.0,35.0,14.0,45.0
4.7,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,29,7.76,17.0,30.0,17.0,35.0
3.7,Windy,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,31,12.1,19.0,45.0,19.0,30.0
4.9,Sunny,Low,1,Snack,motorcycle,0.0,,Urban,13,3.12,9.0,35.0,9.0,45.0
4.7,Sandstorms,High,0,Drinks,motorcycle,1.0,No,Urban,25,3.02,11.0,30.0,11.0,40.0
4.8,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,23,16.61,17.0,50.0,18.0,5.0
4.6,Stormy,Low,2,Meal,motorcycle,1.0,No,Metropolitian,15,17.08,22.0,55.0,22.0,40.0
4.8,Sandstorms,Medium,1,Drinks,motorcycle,0.0,No,Urban,20,12.26,18.0,35.0,18.0,40.0
4.9,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24,10.81,22.0,45.0,22.0,50.0
4.9,Sunny,Low,0,Buffet,motorcycle,1.0,No,Urban,14,3.11,8.0,40.0,8.0,45.0
,,,3,Drinks,electric_scooter,1.0,No,Metropolitian,26,14.02,17.0,15.0,17.0,30.0
4.9,Fog,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,42,19.97,19.0,55.0,20.0,10.0
4.8,Fog,Jam,2,Snack,motorcycle,2.0,No,Urban,43,19.92,20.0,40.0,20.0,45.0
4.8,Sandstorms,Low,2,Meal,motorcycle,0.0,No,Urban,13,3.11,8.0,30.0,8.0,35.0
4.8,Stormy,Jam,2,Meal,scooter,0.0,No,Metropolitian,15,10.92,20.0,50.0,21.0,5.0
4.0,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,39,11.9,18.0,45.0,18.0,50.0
4.5,Fog,Jam,1,Snack,scooter,0.0,No,Metropolitian,20,7.57,21.0,30.0,21.0,40.0
4.9,Cloudy,Low,2,Drinks,scooter,0.0,No,Metropolitian,10,1.49,9.0,10.0,9.0,20.0
4.5,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,25,3.03,8.0,45.0,8.0,50.0
4.7,Sunny,Jam,2,Meal,scooter,0.0,No,Urban,17,13.68,19.0,20.0,19.0,35.0
4.8,Cloudy,High,2,Drinks,scooter,0.0,No,Urban,26,1.55,11.0,20.0,11.0,35.0
4.7,Cloudy,Jam,1,Meal,scooter,1.0,No,Metropolitian,25,7.55,19.0,40.0,19.0,45.0
5.0,Fog,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,15,1.57,8.0,45.0,8.0,55.0
,Stormy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,48,9.31,20.0,30.0,20.0,45.0
4.7,Fog,Low,2,Snack,electric_scooter,1.0,No,Urban,19,7.6,22.0,10.0,22.0,25.0
4.2,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Metropolitian,25,1.56,8.0,55.0,9.0,10.0
4.7,Fog,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,16,1.51,8.0,25.0,8.0,30.0
4.6,Fog,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,28,7.56,19.0,25.0,19.0,30.0
4.8,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,27,12.42,18.0,20.0,18.0,25.0
